PLCC,SRCC,RMSE
0.7012474536895752,0.7320202325532879,0.05809582397341728
0.92741459608078,0.9279467985154105,0.05653781816363335
0.5229527354240417,0.36015325670498083,0.06597421318292618
0.9356096982955933,0.9139181692263814,0.13027985394001007
0.9187209606170654,0.8199023199023199,0.06419938057661057
0.816527247428894,0.6310324940382087,0.12849228084087372
0.9063584804534912,0.8462277760406806,0.08676071465015411
0.5548561215400696,0.01560574963287548,0.07469106465578079
0.9744881391525269,0.9708441572430054,0.030930081382393837
0.46971142292022705,0.5031292990995198,0.08240748941898346
0.8612826466560364,0.9065934065934066,0.136774480342865
0.5322754979133606,0.48866995073891606,0.1312026083469391
0.8496629595756531,0.8099519706712689,0.07737639546394348
0.938270628452301,0.9155604300875249,0.09572262316942215
0.8114615678787231,0.6900232718238117,0.06971229612827301
0.9339646100997925,0.7677569525846061,0.044350516051054
-0.09543628245592117,-0.1822909555869332,0.18313772976398468
0.7754273414611816,0.8233555312696347,0.13384217023849487
0.9688024520874023,0.9766042780748664,0.0927545428276062
0.7515103816986084,0.5842490842490842,0.04286184906959534
0.9288977384567261,0.8526069518716578,0.09207097440958023
0.8115435242652893,0.8024032241377278,0.08471403270959854
0.7675870060920715,0.8697908817563906,0.12230891734361649
0.9355869293212891,0.939920632861154,0.03528750315308571
0.6119830012321472,0.6623931623931624,0.21472907066345215
0.9450200200080872,0.9533324298938264,0.1699858456850052
0.8594880104064941,0.7723477721805524,0.08131367713212967
0.7549961805343628,0.5479182230830842,0.06251747161149979
0.9213895201683044,0.8891322534078606,0.10777891427278519
0.7284998297691345,0.6714873776115815,0.18302442133426666
0.5909386873245239,0.40161570275520725,0.2371911257505417
0.8759865760803223,0.9064171122994653,0.12005532532930374
0.8509267568588257,0.8304365754515847,0.12497343868017197
0.9247504472732544,0.9613799531944102,0.12924835085868835
0.6764077544212341,0.3024497085939357,0.1463090032339096
0.8934746384620667,0.8943833943833943,0.12160184234380722
0.4919353127479553,0.4042131019464589,0.09210051596164703
0.94984370470047,0.9772727272727274,0.0572071298956871
0.9485750794410706,0.8899835796387521,0.034061331301927567
0.9001760482788086,0.8522522522522523,0.07042901962995529
0.9075189828872681,0.8203812316715542,0.043915554881095886
0.7534690499305725,0.7117588207354039,0.19987154006958008
0.7812034487724304,0.4888073969495339,0.0804557129740715
0.886867880821228,0.7850006916266132,0.10994549095630646
0.875623345375061,0.8807554137878617,0.10826749354600906
0.8553334474563599,0.9255610290093048,0.08230841159820557
0.8459526300430298,0.8275862068965516,0.053343720734119415
0.7844085693359375,0.7941981390257252,0.08728118985891342
0.9418985843658447,0.906951286261631,0.08298289775848389
0.8207627534866333,0.8146729021372516,0.03631468862295151
0.8046026229858398,0.7974822112753147,0.07503163069486618
0.9018785357475281,0.8516030534351144,0.06038663163781166
0.7152169942855835,0.4395183360700602,0.0718412920832634
0.8728461265563965,0.8387732542991698,0.07577686011791229
0.8751925230026245,0.7757352941176471,0.07081229984760284
0.7850002646446228,0.699740505786468,0.1306988000869751
0.5203161835670471,0.41923666076506827,0.07223621010780334
0.9068477153778076,0.8917606123054908,0.08780424296855927
0.8248373866081238,0.762631668173908,0.08776045590639114
0.863883376121521,0.8973189509302544,0.14151853322982788
0.9202954173088074,0.8128342245989305,0.0738222673535347
0.9564505815505981,0.9284759358288771,0.06897678971290588
0.7041344046592712,0.6710454296661192,0.14699548482894897
0.8642253875732422,0.6520667944155489,0.06676120311021805
0.9231963157653809,0.9495004878844914,0.12437395751476288
0.963026762008667,0.8045402673254399,0.2700173258781433
0.6170814037322998,0.5138146907672888,0.25546202063560486
0.759027361869812,0.66757904005485,0.06964883953332901
0.8421937823295593,0.8442376129208871,0.13238948583602905
0.9360343217849731,0.8810729520035104,0.09606526046991348
0.9369828104972839,0.9415628937222976,0.03441812843084335
0.9786131381988525,0.9819376026272578,0.12637057900428772
0.9792231321334839,0.9781061850027366,0.05349721387028694
0.24469326436519623,0.13068702899304385,0.1504068225622177
0.911194920539856,0.8324987376937822,0.12446895986795425
0.5760844945907593,0.5870859479177043,0.206221342086792
0.8535261750221252,0.7361795292829775,0.04652147367596626
0.9361831545829773,0.914809202951307,0.07327768206596375
0.8237200379371643,0.7198901015028323,0.11275718361139297
0.8108893632888794,0.7401526717557252,0.09736358374357224
0.7810190320014954,0.6995420173436062,0.1662621647119522
0.9089964628219604,0.9583269841464761,0.17288821935653687
0.9531975388526917,0.964485672290275,0.08109215646982193
0.8572998046875,0.7235797527501331,0.2536783516407013
0.9257828593254089,0.9530791788856304,0.0976831391453743
0.6137245297431946,0.3230221856592598,0.10427933186292648
0.609577476978302,0.6059491978609626,0.15643760561943054
0.9021773934364319,0.8661374537507608,0.052857138216495514
0.7767401933670044,0.7606837606837606,0.07831834256649017
0.9620558619499207,0.9775588396278051,0.09814654290676117
0.8185111880302429,0.8537019376511182,0.1223817691206932
0.8904924988746643,0.8327228327228328,0.14296503365039825
0.8755996823310852,0.8439694656488548,0.06343485414981842
0.9282295107841492,0.7408357771260996,0.05263649299740791
0.823830783367157,0.641025641025641,0.13619890809059143
0.8467941284179688,0.8342040178010872,0.12775114178657532
0.7505820393562317,0.29017247186340284,0.15935742855072021
0.8538289070129395,0.8787879054574467,0.1353219896554947
0.20906366407871246,0.2805528971120218,0.15207356214523315
0.8956618309020996,0.9280231451351577,0.05204622820019722
0.7203621864318848,0.7009616934056416,0.17003971338272095
0.9669137001037598,0.9157509157509156,0.08863088488578796
0.3596109449863434,0.20090324534656,0.07526431232690811
0.6454283595085144,0.6440781440781441,0.11915688216686249
0.7640224099159241,0.7158500131347154,0.06543652713298798
0.908815324306488,0.5841221646347965,0.11219675093889236
0.4364817142486572,0.5416221738624355,0.17476636171340942
0.8194742202758789,0.6383794380994862,0.11881610006093979
0.8399332761764526,0.8262330223058258,0.07718516886234283
0.8918325304985046,0.9093951093951094,0.0897611528635025
0.5750970244407654,0.5292829775588396,0.09293613582849503
0.9078447818756104,0.9505494505494505,0.052667416632175446
0.9499371647834778,0.8217741935483872,0.068242147564888
0.8662225604057312,0.880646077343931,0.0653330609202385
0.45136570930480957,0.28258492737028196,0.11143744736909866
0.7743061184883118,0.7028876485694361,0.17547915875911713
0.5596873760223389,0.716030567730579,0.11407627910375595
0.28549832105636597,0.34708708232232904,0.20880699157714844
0.8367924094200134,0.8699237046756587,0.06220853328704834
0.967952311038971,0.9460717573206794,0.1935802549123764
0.9418551921844482,0.9664911874639857,0.06150846555829048
0.7555020451545715,0.753797735264886,0.08215996623039246
0.9295132160186768,0.8564390390863573,0.06726732850074768
0.9725882411003113,0.9742024231957328,0.14202560484409332
0.9722139239311218,0.9138461538461539,0.08982442319393158
0.6691420078277588,0.7087912087912087,0.13890954852104187
0.9305040836334229,0.9729669656379875,0.13667626678943634
0.823499321937561,0.7876923076923077,0.19461098313331604
0.8549968004226685,0.9021523536644909,0.11054673790931702
0.6855751276016235,0.7885819050813468,0.044333748519420624
0.9252055883407593,0.9039841350932513,0.14890988171100616
0.9358038306236267,0.7087023231141466,0.12979558110237122
0.010287202894687653,-0.022997948551281955,0.12732066214084625
0.7565608620643616,0.658220126734566,0.2050991803407669
0.7588119506835938,0.7464523959326822,0.14802859723567963
0.5772309899330139,0.6628352490421456,0.17214325070381165
0.6225385665893555,0.4880919974834408,0.08641774207353592
0.9230269193649292,0.9485574831930873,0.13817796111106873
0.8512904644012451,0.8234328258161469,0.1602814793586731
0.92607182264328,0.9062187173664583,0.06724938750267029
0.9730411767959595,0.9354132457580733,0.022439319640398026
0.9358227849006653,0.884692513368984,0.09342598170042038
0.9226038455963135,0.9387829912023459,0.1131933331489563
0.819209098815918,0.7465790914066777,0.09318369626998901
0.8634008169174194,0.8327228327228328,0.09799259155988693
0.9264620542526245,0.8443957927713047,0.053292643278837204
0.7943276166915894,0.7053849751848578,0.16051805019378662
-0.047732528299093246,0.3682442919757264,0.17960752546787262
0.9298452138900757,0.9228890875160768,0.1417926400899887
0.9577289819717407,0.8949096880131362,0.03457769379019737
0.9656928777694702,0.7274475995307441,0.20612983405590057
0.9438847899436951,0.9658119658119657,0.16083133220672607
0.821572482585907,0.7629994526546251,0.0970403403043747
0.8556785583496094,0.5411990347867427,0.09397515654563904
0.17412447929382324,-0.07279693486590037,0.13459636270999908
0.948089063167572,0.9070371041411852,0.08847975730895996
0.9590761661529541,0.939792008757526,0.04514165595173836
0.782910943031311,0.7235510112633741,0.1822340041399002
0.925905704498291,0.8134665465531014,0.06556333601474762
0.9052451848983765,0.8795840175150519,0.11340133100748062
0.7680470943450928,0.6235817575083425,0.06095420569181442
0.8520315885543823,0.6512791041806186,0.14419375360012054
0.8469629883766174,0.8168498168498168,0.08625940978527069
0.790656566619873,0.7075702075702076,0.06860779970884323
0.9725916981697083,0.8499863444677979,0.06617709249258041
0.7937995195388794,0.7757594350800242,0.10741910338401794
0.824213445186615,0.780942066724849,0.1286642849445343
0.6589418053627014,0.5714285714285714,0.07958836108446121
0.9626503586769104,0.9634597052042114,0.12222280353307724
0.7289296388626099,0.8042748466534521,0.08747554570436478
0.90821772813797,0.8783391950906058,0.10849035531282425
0.9196670055389404,0.7742329505560572,0.09847892820835114
0.9434611201286316,0.6312752569169494,0.2577846348285675
0.7801022529602051,0.6845670701020244,0.09509290754795074
0.9472048282623291,0.956797864124385,0.05505044013261795
0.9213412404060364,0.6647432321465501,0.1712411493062973
0.3593994081020355,0.4403053640373113,0.15070953965187073
0.8133988380432129,0.7458601411026922,0.07492978125810623
0.9091809988021851,0.8929618768328444,0.10518272966146469
0.9058742523193359,0.8233137829912023,0.045985229313373566
0.922566294670105,0.7973137973137973,0.1713562160730362
0.8567820191383362,0.8758620689655172,0.1006297841668129
0.7252999544143677,0.57997557997558,0.11044833809137344
0.5427329540252686,0.6523133378840303,0.14377371966838837
0.537606418132782,0.557997557997558,0.14534226059913635
0.7827931642532349,0.7218487394957984,0.07922498881816864
0.934968888759613,0.7272172272178739,0.13222061097621918
0.8044614791870117,0.6960042804329875,0.06894303113222122
0.9706192016601562,0.9658119658119657,0.1576165407896042
0.787420928478241,0.8665663143967426,0.11809881031513214
0.16555263102054596,0.14959548334876496,0.08467493951320648
0.8329746723175049,0.8630080825309315,0.10247358679771423
0.7005949020385742,0.7078144311528668,0.06614822149276733
0.5145785212516785,0.5714285714285714,0.2561967074871063
0.8789409399032593,0.8823313782991202,0.09173539280891418
0.8353575468063354,0.8966744301843741,0.06256339699029922
0.9700485467910767,0.9589267593514801,0.03664524853229523
0.8469979763031006,0.6734149054505005,0.08935009688138962
0.46022775769233704,0.4338461538461538,0.262664794921875
0.9230383634567261,0.7886668787155315,0.0573468916118145
0.6349672675132751,0.5970379029464383,0.21918971836566925
0.9669503569602966,0.7601461960194345,0.2199690192937851
0.8012269139289856,0.6080088987764182,0.11414846032857895
0.8409128189086914,0.8170894728324283,0.1784634292125702
0.9849535822868347,0.9649698960043787,0.11689112335443497
0.9228538870811462,0.9652014652014652,0.18391908705234528
0.5626143217086792,0.2802408319649699,0.13548502326011658
0.5994681715965271,0.3440536504095721,0.12280882894992828
0.7990949749946594,0.840175150519978,0.05379566550254822
0.7320388555526733,0.7891063437794721,0.10030440986156464
0.767092764377594,0.8064339569058724,0.14747565984725952
0.8952805399894714,0.9211229946524064,0.0736822783946991
0.9818721413612366,0.9822954822954822,0.042802099138498306
0.8923919796943665,0.602518500539009,0.14184905588626862
0.40717604756355286,0.00027371014352392374,0.0879075825214386
0.5288372039794922,0.5840175150519978,0.15842831134796143
0.9127916097640991,0.9320714503342439,0.07486923038959503
0.7669380307197571,0.7881207710590165,0.12201568484306335
0.5025736689567566,0.5858647602985305,0.15958799421787262
0.8563051819801331,0.7504622496586767,0.11621788889169693
0.7121647000312805,0.5675469460109267,0.10710562765598297
0.6388909816741943,0.57997557997558,0.11587110906839371
0.9407081604003906,0.9597069597069596,0.11424251645803452
0.7369115352630615,0.6526251526251526,0.17118972539901733
0.6929241418838501,0.48166392993979196,0.04106548801064491
0.8080142140388489,0.7814424597608023,0.12603195011615753
0.8087790608406067,0.7793097712510055,0.22571629285812378
0.9500617980957031,0.9263196480938415,0.043740272521972656
0.7787275314331055,0.8473748473748473,0.11025365442037582
0.9000217318534851,0.8850557269960605,0.07170871645212173
0.8533685207366943,0.8171747292548007,0.18831151723861694
0.7677801251411438,0.7907486046406157,0.03882308304309845
0.9663310647010803,0.911181067791142,0.09110209345817566
0.6732569932937622,0.6571428571428569,0.14299991726875305
0.8972457647323608,0.9036788381884578,0.14520932734012604
0.7384273409843445,0.8451012588943623,0.06171855702996254
0.9066929817199707,0.918192918192918,0.07007816433906555
0.8300263285636902,0.8789915966386553,0.09445851296186447
0.9399620294570923,0.7666005279362221,0.21922549605369568
0.15380814671516418,-0.035415997174640654,0.14457795023918152
0.9640423655509949,0.8992673992673993,0.17735745012760162
0.693864643573761,0.7148330596606458,0.15100868046283722
0.8526267409324646,0.7462359704352588,0.09664102643728256
0.9095879793167114,0.8152672135781006,0.0782245546579361
0.8455448150634766,0.8181818430121055,0.1619005799293518
0.6020069122314453,0.5980566635997734,0.0836067795753479
0.8542560935020447,0.7337438019079933,0.2020246386528015
0.8812594413757324,0.8997810768786303,0.15485942363739014
0.9209872484207153,0.8824122482299348,0.05266469717025757
0.8408648371696472,0.9554198918673698,0.20501787960529327
0.974676251411438,0.9207513563404935,0.09042802453041077
0.9334301352500916,0.8400000391585598,0.11797725409269333
0.7941530346870422,0.3035114645305738,0.07547495514154434
0.708127498626709,0.7545442860287234,0.1363195776939392
0.9811604022979736,0.9464896763057283,0.04607051983475685
0.8553999662399292,0.7821706700806855,0.17049115896224976
0.6695955991744995,0.5560575417577815,0.14227665960788727
0.8281584978103638,0.7562316715542522,0.060257576406002045
0.7183511853218079,0.8357753357753357,0.13020485639572144
0.8077560067176819,0.8290640394088667,0.05685964226722717
0.9327661991119385,0.7868052781425099,0.14373794198036194
0.873469889163971,0.8531545173640703,0.10100486129522324
0.7029290795326233,0.6215772412653172,0.06329109519720078
0.9613951444625854,0.9554334554334554,0.1301090568304062
0.8761057257652283,0.680506800784484,0.1334555447101593
0.9656673073768616,0.9522210460506081,0.07311475276947021
0.9017787575721741,0.8528225806451614,0.08145003765821457
0.6814393401145935,0.327144931812739,0.08430995792150497
0.3487173616886139,0.5412914121986945,0.22448796033859253
0.9320342540740967,0.880781570328953,0.12321149557828903
0.656083881855011,0.5544191791048106,0.148753359913826
0.961043119430542,0.9032434736289483,0.11310692876577377
0.6192212700843811,0.23384615384615384,0.23524606227874756
0.9696741104125977,0.9492267777409674,0.18778540194034576
0.920767068862915,0.744924447695891,0.23157845437526703
0.24413202702999115,0.03755151928958794,0.10049232840538025
0.6799774169921875,0.6838280628295141,0.04219672083854675
0.9561694264411926,0.9575534759358288,0.041314736008644104
0.9371155500411987,0.8790106951871658,0.05777071788907051
0.8937403559684753,0.6956759715380404,0.1511908769607544
0.6447799801826477,0.7276758276651243,0.13307131826877594
0.8815497159957886,0.9370511841100074,0.0922621563076973
0.8996074199676514,0.9421103140093455,0.19919797778129578
0.9347680807113647,0.9134957911397878,0.05926826223731041
0.9251201152801514,0.9461143695014661,0.11933837831020355
0.40549173951148987,0.13605256463784074,0.11201631277799606
0.9659318327903748,0.9075976124702344,0.07076910138130188
0.683709442615509,0.6163108921729611,0.07743752002716064
0.6726332306861877,0.7023402282823883,0.08623386174440384
0.8137160539627075,0.8314544989553353,0.16746355593204498
0.8194046020507812,0.804160401673288,0.07624287903308868
0.6029048562049866,0.6219545812015577,0.14351432025432587
0.6274235248565674,0.47181171319102355,0.09455246478319168
0.8423125147819519,0.7299849527783047,0.09226030856370926
0.9280012249946594,0.872274917319636,0.05355490371584892
0.7810667753219604,0.5544608648056923,0.06260819733142853
0.5296939015388489,0.2277167277167277,0.06875386834144592
0.9315388202667236,0.883846153846154,0.12340660393238068
0.9385555386543274,0.8989313396157035,0.13682995736598969
0.6623411178588867,0.4247211151111469,0.26904141902923584
0.9737475514411926,0.9796915673838807,0.12733972072601318
0.665079653263092,0.6156583860573518,0.09008283168077469
0.7406242489814758,0.6203579102721247,0.20058415830135345
0.9089128375053406,0.8930481283422461,0.12710432708263397
0.8913201093673706,0.876847290640394,0.14641447365283966
0.22360730171203613,0.10180623973727422,0.16632822155952454
-0.22055043280124664,-0.18925518925518922,0.07053042948246002
0.8176246285438538,0.8984225366833583,0.23723100125789642
0.8057680130004883,0.9274919967623428,0.09685330092906952
0.9052355885505676,0.8357753357753357,0.13963405787944794
0.8363692760467529,0.7865353037766831,0.06069900095462799
0.9627894759178162,0.9474548440065682,0.1340668946504593
0.8787103295326233,0.89321468298109,0.08510121703147888
0.8859556317329407,0.8970990695128626,0.1366308182477951
0.24676066637039185,0.4964422550629447,0.13985618948936462
0.8944981694221497,0.741068736836723,0.07465475797653198
0.852955162525177,0.7551724137931033,0.04555768519639969
0.8031797409057617,0.795541387484904,0.10431730002164841
0.651816725730896,0.6769465964429398,0.1630067527294159
0.2501213550567627,0.18287284597124537,0.08995922654867172
0.6583139896392822,0.6246374672072922,0.09161469340324402
0.938400387763977,0.902072192513369,0.10936544090509415
0.8856772184371948,0.8246886624375821,0.09852258861064911
0.3992782235145569,0.4851167817167093,0.1694955676794052
0.5780763030052185,0.49099238930096845,0.1827480047941208
0.7785354256629944,0.7894977957957271,0.08997546881437302
0.9355099201202393,0.7907486046406157,0.1325562596321106
0.8524872660636902,0.834198512170551,0.05379422381520271
0.9170189499855042,0.8652114281844896,0.12538714706897736
0.8212287425994873,0.6953601953601952,0.19594834744930267
0.9264365434646606,0.9412891835787738,0.0672464668750763
0.9131125807762146,0.8999315621624859,0.09451393783092499
0.8530873656272888,0.8496715403391327,0.09871100634336472
0.6918538212776184,0.6135531135531135,0.11938159912824631
0.9730915427207947,0.8682643972324237,0.10223536938428879
0.8092761039733887,0.7984625668449198,0.09825955331325531
